VisitID	NosepokeOrder	Animal	Tag	Sex	Group	Cage	Corner	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickDuration	LickContactTime	StartDate	StartTime	StartTimecode	EndDate	EndTime	EndTimecode	NosepokeDuration	LickStartTime
1359	2	FVB strain animal 6	981098106285524	Female	FVB strain	3	1	1	Incorrect	1	0	0	0	0	0	2016-07-21	00:13:01.359	50510.016	2016-07-21	00:13:01.375	50510.032	0.016	
1378	0	FVB strain animal 6	981098106285524	Female	FVB strain	3	4	7	Incorrect	1	0	0	0	0	0	2016-07-21	00:19:41.968	50910.625	2016-07-21	00:19:42.593	50911.25	0.625	
1381	0	FVB strain animal 6	981098106285524	Female	FVB strain	3	1	2	Incorrect	1	0	0	0	0	0	2016-07-21	00:20:04.062	50932.719	2016-07-21	00:20:04.187	50932.844	0.125	
1381	1	FVB strain animal 6	981098106285524	Female	FVB strain	3	1	1	Incorrect	1	0	0	0	0	0	2016-07-21	00:20:04.750	50933.407	2016-07-21	00:20:05.234	50933.891	0.484	
1381	2	FVB strain animal 6	981098106285524	Female	FVB strain	3	1	2	Incorrect	1	0	0	0	0	0	2016-07-21	00:20:10.015	50938.672	2016-07-21	00:20:10.078	50938.735	0.063	
1381	3	FVB strain animal 6	981098106285524	Female	FVB strain	3	1	2	Incorrect	1	0	0	0	0	0	2016-07-21	00:20:10.531	50939.188	2016-07-21	00:20:10.578	50939.235	0.047	
1381	4	FVB strain animal 6	981098106285524	Female	FVB strain	3	1	1	Incorrect	1	0	0	0	0	0	2016-07-21	00:20:11.281	50939.938	2016-07-21	00:20:11.656	50940.313	0.375	
1382	0	FVB strain animal 6	981098106285524	Female	FVB strain	3	2	4	Neutral	0	0	0	1	0.203125	0.028	2016-07-21	00:20:20.062	50948.719	2016-07-21	00:20:21.828	50950.485	1.766	
1382	1	FVB strain animal 6	981098106285524	Female	FVB strain	3	2	3	Correct	0	0	0	0	0	0	2016-07-21	00:20:24.078	50952.735	2016-07-21	00:20:25.578	50954.235	1.5	
1384	0	FVB strain animal 6	981098106285524	Female	FVB strain	3	3	5	Incorrect	1	0	0	0	0	0	2016-07-21	00:20:45.515	50974.172	2016-07-21	00:20:45.640	50974.297	0.125	
1384	1	FVB strain animal 6	981098106285524	Female	FVB strain	3	3	5	Incorrect	1	0	0	0	0	0	2016-07-21	00:20:45.875	50974.532	2016-07-21	00:20:45.921	50974.578	0.046	
1384	2	FVB strain animal 6	981098106285524	Female	FVB strain	3	3	6	Incorrect	1	0	0	0	0	0	2016-07-21	00:20:48.843	50977.5	2016-07-21	00:20:49.000	50977.657	0.157	
1393	0	FVB strain animal 6	981098106285524	Female	FVB strain	3	3	6	Incorrect	1	0	0	0	0	0	2016-07-21	00:23:12.718	51121.375	2016-07-21	00:23:12.843	51121.5	0.125	
1419	0	FVB strain animal 6	981098106285524	Female	FVB strain	3	2	4	Neutral	0	0	0	0	0	0	2016-07-21	00:34:28.968	51797.625	2016-07-21	00:34:29.734	51798.391	0.766	
1419	1	FVB strain animal 6	981098106285524	Female	FVB strain	3	2	4	Neutral	0	0	0	0	0	0	2016-07-21	00:34:29.796	51798.453	2016-07-21	00:34:30.031	51798.688	0.235	
1419	2	FVB strain animal 6	981098106285524	Female	FVB strain	3	2	4	Neutral	0	0	0	99	10.945125	1.832	2016-07-21	00:34:30.218	51798.875	2016-07-21	00:34:52.781	51821.438	22.563	
1419	3	FVB strain animal 6	981098106285524	Female	FVB strain	3	2	4	Neutral	0	0	0	0	0	0	2016-07-21	00:34:58.640	51827.297	2016-07-21	00:34:59.140	51827.797	0.5	
